ISIN CODE,NAME 1,NAME 2,No,Country of Domicile
TH0219010Z06,TIPCO ASPHALT PCL ,TIPCO ASPHALT ,990,THAILAND
TH0999010Z03,TISCO FINANCIAL ,TISCO FINANCIAL GROUP ,991,THAILAND
TH0068010Z07,TMB BANK PCL ,TMBTHANACHART BANK ,992,THAILAND
TH8193010007,TOA PAINT THAILAN ,TOA PAINT THAILAND ,993,THAILAND
TH0471010Y04,IRPC PCL ,IRPC ,994,THAILAND
TH7534010007,TPI POLENE POWER PCL ,TPI POLENE POWER ,995,THAILAND
TH0375010Z06,TRUE CORP PCL ,TRUE CORPORATION ,997,THAILAND
TH0450010Y08,THAI UNION GROUP ,THAI UNION GROUP ,998,THAILAND
TH0209010Z07,THAI VEGETABLE OIL ,THAI VEGETABLE OIL ,999,THAILAND
TH3740010Y09,VGI PC ,VGI ,1000,THAILAND
TH3871010Z01,WHA CORPORATION ,WHA ,1001,THAILAND
TH7846010Z09,WHA UTILITIES AND ,WHA UTILITIES AND POWER ,1002,THAILAND
SG1BA1000003,AEM HOLDINGS LTD ,AEM HOLDINGS ,1003,SINGAPORE
SG1M77906915,CAPITALAND ASCENDAS ,CAPITALAND ASCENDAS REIT ,1004,SINGAPORE
SG1V35936920,CAPITALAND ,CAPITALAND INDIA UNITS ,1005,SINGAPORE
SG1M49904634,THOMSON MEDICAL ,THOMSON MEDICAL GROUP ,1006,SINGAPORE
SG1T88932077,BUKIT SEMBAWANG ,BUKIT SEMBAWANG ESTS. ,1008,SINGAPORE
SG2E67980267,BUMITAMA AGRI LTD ,BUMITAMA AGRI ,1009,INDONESIA
SG1T70931228,ESR-REIT,ESR-LOGOS REAL ESTATE INVESTMENT TRUST ,1010,SINGAPORE
SG1M51904654,CAPITALAND IN ,CAPITALAND INTEG. COML. ,1011,SINGAPORE
SG1T66931158,CDL HOSPITALITY ,CDL HOSPITALITY TRUSTS ,1012,SINGAPORE
SG1T06929205,CHINA AVIATION OIL ,CHINA AVIATION OIL ,1013,SINGAPORE
SG1U48933923,KEPPEL INFRASTRUCTUR ,KEPPEL INFRA UNIT ,1014,SINGAPORE
SG1R89002252,CITY DEVELOPMENTS ,CITY DEVELOPMENTS ,1015,SINGAPORE
SG1N31909426,COMFORTDELGRO CORP ,COMFORTDELGRO ,1016,SINGAPORE
SG1S76928401,COSCO SHI ,COSCO SHIPPING INTERNATIONAL ,1017,SINGAPORE
SG1U25933169,CAPITALAND CHINA ,CAPITALAND CHINA TRUST ,1018,SINGAPORE
SG1G47869290,CSE GLOBAL LTD ,CSE GLOBAL ,1019,SINGAPORE
SG1B51001017,JARDINE CYCLE ,JARDINE CYC.& CARR. ,1020,SINGAPORE
SG1J27887962,CAPITALAND LIMITED ,CAPITALAND ,1021,SINGAPORE
SG1L01001701,DBS GROUP HOLDINGS ,DBS GROUP HOLDINGS ,1022,SINGAPORE
SG1T56930848,WILMAR INTERNATIONAL ,WILMAR INTL. ,1023,SINGAPORE
SG1R95002270,GUOCOLAND LTD ,GUOCOLAND ,1024,SINGAPORE
SG2F08984575,FAR EAST HOSPITALITY ,FAR EAST HOSPITALITY TRUST REIT ,1025,SINGAPORE
SG1T58930911,FRASER & NEAVE LTD ,FRASER AND NEAVE ,1026,SINGAPORE
SG2G52000004,FRASERS PROPERTY LTD ,FRASERS PROPERTY ,1027,SINGAPORE
SG1T60930966,FRASERS CENTRE ,FRASERS CENTREPOINT TST. ,1028,SINGAPORE
SG1AA5000001,FRASERS HOSPITALITY ,FRASERS HOSPITALITY STAPLED UNITS ,1029,SINGAPORE
SG1W35938974,FIRST RESOURCES ,FIRST RESOURCES ,1030,SINGAPORE
KYG3488W1078,FIRST SPONSOR ,FIRST SPONSOR GROUP ,1031,SINGAPORE
SG1I55882803,GREAT EASTERN HLDGS ,GREAT EASTERN HDG. ,1032,SINGAPORE
SGXE21576413,GENTING SINGAPORE ,GENTING SINGAPORE ,1033,SINGAPORE
MU0117U00026,GOLDEN ,GOLDEN AGRI-RESOURCES ,1034,SINGAPORE
SG1H41875896,HO BEE LAND LTD ,HO BEE LAND ,1035,SINGAPORE
SG1D25001158,HAW PAR CORPORATION ,HAW PAR CORPORATION ,1036,SINGAPORE
SG2P14002527,HOTEL PROPERTIES LTD ,HOTEL PROPERTIES ,1037,SINGAPORE
SG1AB9000005,JAPFA LTD ,JAPFA ,1038,SINGAPORE
SG1AF6000009,KEPPEL DC REIT ,KEPPEL DC REIT UNT ,1040,SINGAPORE
SG1U68934629,KEPPEL LTD ,KEPPEL ,1041,SINGAPORE
SG1J21887414,UOB-KAY HIAN,UOB-KAY HIAN HDG. ,1042,SINGAPORE
SG1T22929874,KEPPEL REIT ,KEPPEL REIT ,1043,SINGAPORE
SG2C32962814,MAPLETREE INDUSTRIAL ,MAPLETREE INDUSTIAL TST. ,1044,SINGAPORE
SG2F55990442,MAPLETREE NORTH ,MAPLETREE NORTH ASIA ,1045,SINGAPORE
SG2D63974620,AIMS APAC REIT ,AIMS APAC REIT ,1046,SINGAPORE
SG1S03926213,MAPLETREE LOGI ,MAPLETREE LOGIST.TRUST ,1047,SINGAPORE
SG2D18969584,MAPLETREE COM ,MAPLETREE PAN ASIA ,1048,SINGAPORE
SG1DH9000006,NETLINK NBN TRUST ,NETLINK ,1049,SINGAPORE
BMG6542T1505,NOBLE GROUP DEAD ,NOBLE GROUP ,1050,HONG KONG
SG1S04926220,OVERSEA-CHINESE,OVERSEA-CHINESE BKG. ,1051,SINGAPORE
SG2G60000004,OUE REAL ESTATE ,OUE REAL ESTATE INVESTMENT TRUST ,1052,SINGAPORE
SG1Q75923504,OLAM INTERNATION ,OLAM INTERNATIONAL ,1053,SINGAPORE
SG2B80958517,OUE LTD ,OUE ,1054,SINGAPORE
SG2F25986140,OXLEY HOLDINGS LTD ,OXLEY HOLDINGS ,1055,SINGAPORE
SG1Q25921608,DELFI LTD ,DELFI ,1056,SINGAPORE
SG1V52937132,PARKWAY LIFE REAL ,PARKWAY LIFE REIT ,1057,SINGAPORE
SG1S18926810,STARHILL GLOBAL REIT ,STARHILL GLOBAL REIT ,1058,SINGAPORE
SG1CH4000003,RAFFLES MEDICAL ,RAFFLES MEDICAL GP. ,1059,SINGAPORE
SG1U22933048,RIVERSTONE HLDGS ,RIVERSTONE HOLDINGS ,1060,SINGAPORE
SG1V61937297,SINGAPORE AIRLINES ,SINGAPORE AIRLINES ,1061,SINGAPORE
SG1ED2000000,SASSEUR REAL ,SASSEUR REIT UNITS ,1062,SINGAPORE
SG1I52882764,SATS LTD ,SATS ,1063,SINGAPORE
SG1R50925390,SEMBCORP INDUSTRIES ,SEMBCORP INDUSTRIES ,1064,SINGAPORE
SG1P66918738,SINGAPORE PRESS HLDG ,SINGAPORE PRESS HDG. ,1065,SINGAPORE
SG1I53882771,SIA ENGINEERING CO ,SIA ENGINEERING ,1066,SINGAPORE
SG1F58858209,SBS TRANSIT LTD ,SBS TRANSIT ,1067,SINGAPORE
SG1M04001939,HONG LEONG FINANCE ,HONG LEONG FINANCE ,1068,SINGAPORE
SG1N89910219,SINGAPORE POST LTD ,SINGAPORE POST ,1069,SINGAPORE
SG1J26887955,SINGAPORE EXCHANGE ,SINGAPORE EXCHANGE ,1070,SINGAPORE
SG2G02994595,PARAGON REIT ,PARAGON REIT ,1071,SINGAPORE
SG2D54973185,SHENG SIONG ,SHENG SIONG GROUP ,1072,SINGAPORE
SG1V12936232,STARHUB LTD ,STARHUB ,1073,SINGAPORE
SG1F60858221,SINGAPORE TECH ,SINGAPORE TECHS.ENGR. ,1074,SINGAPORE
SG1Q52922370,SUNTEC REAL ESTATE ,SUNTEC REIT UNITS ,1075,SINGAPORE
SG1T75931496,SINGAPORE TELECOM ,SINGAPORE TELECOM ,1076,SINGAPORE
TH0902010014,THAI BEVERAGE ,THAI BEVERAGE PUBLIC ,1077,THAILAND
SG1K37001643,SINGAPORE LAND ,SINGAPORE LAND GROUP ,1078,SINGAPORE
SG1S83002349,UOL GROUP LTD ,UOL GROUP ,1079,SINGAPORE
SG1M31001969,UNITED OVERSEAS BANK ,UNITED OVERSEAS BANK ,1080,SINGAPORE
SG0531000230,VENTURE CORP ,VENTURE CORPORATION ,1081,SINGAPORE
SG1K66001688,WING TAI HLDGS LTD ,WING TAI HOLDINGS ,1082,SINGAPORE
SG1T57930854,YANLORD LAND GRP ,YANLORD LAND GROUP ,1083,SINGAPORE
TW0002345006,ACCTON TECHNOLOGY ,ACCTON TECHNOLOGY ,1084,TAIWAN
TW0001102002,ASIA CEMENT ,ASIA CEMENT ,1085,TAIWAN
TW0002409000,AUO CORP ,AUO ,1086,TAIWAN
TW0002395001,ADVANTECH CO LTD ,ADVANTECH ,1087,TAIWAN
TW0003711008,ASE TECHNOLOGY ,ASE TECHNOLOGY HOLDING ,1088,TAIWAN
TW0002352002,QISDA CORP ,QISDA ,1089,TAIWAN
TW0003682001,ASIA PACIFIC TELE ,ASIA PACIFIC TELECOM ,1090,TAIWAN
TW0002353000,ACER INC ,ACER ,1091,TAIWAN
TW0005269005,ASMEDIA TECH ,ASMEDIA TECHNOLOGY ,1092,TAIWAN
TW0002357001,ASUSTEK COMPUTER INC ,ASUSTEK COMPUTER ,1093,TAIWAN
TW0002610003,CHINA AIRLINES LTD ,CHINA AIRLINES ,1094,TAIWAN
TW0006147002,CHIPBOND TECH CORP ,CHIPBOND TECH. ,1095,TAIWAN
TW0002392008,CHENG UEI PRECISION ,CHENG UEI PRECISION IND. ,1096,TAIWAN
TW0002882008,CATHAY FINANCIAL ,CATHAY FINL.HLDG. ,1097,TAIWAN
TW0002883006,KGI FINANCIAL ,KGI FINANCIAL HOLDING ,1098,TAIWAN
TW0002801008,CHANG HWA BANK ,CHANG HWA COML.BANK ,1099,TAIWAN
TW0002412004,CHUNGHWA TELECOM ,CHUNGHWA TELECOM ,1100,TAIWAN
TW0002891009,CTBC FINANCIAL HOLD ,CTBC FINL.HLDG. ,1101,TAIWAN
TW0002385002,CHICONY ELECTRONICS ,CHICONY ELECTRONICS ,1102,TAIWAN
TW0002362001,CLEVO CO ,CLEVO ,1103,TAIWAN
KYG202881093,CHAILEASE HOLDING ,CHAILEASE HOLDING ,1104,TAIWAN
TW0002360005,CHROMA ATE INC ,CHROMA ATE ,1105,TAIWAN
TW0002204005,CHINA MOTOR ,CHINA MOTOR ,1106,TAIWAN
TW0002323003,CMC MAGNETICS CORP ,CMC MAGNETICS ,1107,TAIWAN
TW0002823002,CHINA LIFE INSURAN ,CHINA LIFE INSURANCE ,1108,TAIWAN
TW0002324001,COMPAL ELECTRONIC ,COMPAL ELECTRONICS ,1109,TAIWAN
TW0001314003,CHINA PETROCHEMICAL ,CHINA PETROCHEMICAL DEV. ,1110,TAIWAN
TW0006005002,CAPITAL SECURITIES ,CAPITAL SECURITIES ,1111,TAIWAN
TW0002105004,CHENG SHIN RUBBER ,CHENG SHIN RUB.INDS. ,1112,TAIWAN
TW0002002003,CHINA STEEL CORP ,CHINA STEEL ,1113,TAIWAN
TW0002886009,MEGA FINANCIAL ,MEGA FINANCIAL HOLDING ,1114,TAIWAN
TW0002474004,CATCHER TECHNOLOGY ,CATCHER TECHNOLOGY ,1115,TAIWAN
TW0005371009,CORETRONIC CORP ,CORETRONIC ,1116,TAIWAN
TW0002308004,DELTA ELECTRONIC IND ,DELTA ELECTRONICS ,1117,TAIWAN
TW0002618006,EVA AIRWAYS CORP ,EVA AIRWAYS ,1118,TAIWAN
TW0001476000,ECLAT TEXTILE CO ,ECLAT TEXTILE ,1119,TAIWAN
TW0002607009,EVERGREEN INTL STOR ,EVRG.INTL.STRG.& TRAN. ,1120,TAIWAN
TW0002393006,EVERLIGHT ELECTRONIC ,EVERLIGHT ELECTRONICS ,1121,TAIWAN
TW0002383007,ELITE MATERIAL CO ,ELITE MATERIAL ,1122,TAIWAN
TW0002884004,E SUN FINANCIAL HLDG ,E SUN FINL.HLDG. ,1123,TAIWAN
TW0001717007,ETERNAL MATERIAL ,ETERNAL MATERIALS ,1124,TAIWAN
TW0002603008,EVERGREEN MARINE ,EVERGREEN MARINE ,1125,TAIWAN
TW0002903002,FAR EAST DEPT STORES ,FAR EASTERN DEPT.STRS. ,1126,TAIWAN
TW0004904008,FAR EASTONE TELECOM ,FAR EASTONE TELECOM. ,1127,TAIWAN
TW0002845005,FAR EASTERN INT'L BK ,FAR EASTERN INTL.BANK ,1128,TAIWAN
TW0009910000,FENG TAY ENTERPRIS ,FENG TAY ENTERPRISES ,1129,TAIWAN
TW0001402006,FAR EASTERN ,FAR EASTERN NEW CENTURY ,1130,TAIWAN
TW0002015005,FENG HSIN STEEL ,FENG HSIN STEEL ,1131,TAIWAN
TW0002892007,FIRST FINAN HLDG CO ,FIRST FINANCIAL HOLDING ,1132,TAIWAN
TW0002707007,FORMOSA INTL HOTELS ,FORMOSA INTL.HOTELS ,1133,TAIWAN
TW0002354008,FOXCONN TECHNOLOGY ,FOXCONN TECHNOLOGY ,1134,TAIWAN
TW0001326007,FORMOSA CHEMICALS ,FORMOSA CHEMS.& FIBRE ,1135,TAIWAN
TW0006505001,FORMOSA PETROCHE ,FORMOSA PETROCHEMICAL ,1136,TAIWAN
TW0001301000,FORMOSA PLASTIC ,FORMOSA PLASTICS ,1137,TAIWAN
TW0002885001,YUANTA FINANCIAL ,YUANTA FINANCIAL HDG. ,1138,TAIWAN
TW0001434009,FORMOSA TAFFETA CO ,FORMOSA TAFFETA ,1139,TAIWAN
TW0002881000,FUBON FINANCIAL ,FUBON FINL.HLDG. ,1140,TAIWAN
TW0009921007,GIANT MANUFACTURING ,GIANT MNFG. ,1141,TAIWAN
TW0006488000,GLOBALWAFERS CO LTD ,GLOBALWAFERS ,1142,TAIWAN
TW0006116007,HANNSTAR DISPLAY ,HANNSTAR DISPLAY ,1143,TAIWAN
TW0002498003,HTC CORPORATION ,HTC ,1144,TAIWAN
TW0002049004,HIWIN TECHNOLOGIES ,HIWIN TECHNOLOGIES ,1145,TAIWAN
TW0002880002,HUA NAN FINANCIAL ,HUA NAN FINANCIAL HDG. ,1146,TAIWAN
TW0002542008,HIGHWEALTH CONSTR ,HIGHWEALTH CONSTRUCTION ,1147,TAIWAN
TW0002317005,HOU HAI PRECISION ,HON HAI PRECN.IND. ,1148,TAIWAN
TW0002207008,HOTAI MOTOR COMPANY ,HOTAI MOTOR ,1149,TAIWAN
TW0003481008,INNOLUX CORP ,INNOLUX ,1150,TAIWAN
TW0002356003,INVENTEC CORP ,INVENTEC ,1151,TAIWAN
TW0009933002,CTCI CORP ,CTCI ,1152,TAIWAN
TW0003189007,KINSUS INTERCONNECT ,KINSUS INTCONN.TECH. ,1153,TAIWAN
TW0002449006,KING YUAN ELECTRONIC ,KING YUAN ELTN. ,1154,TAIWAN
TW0002301009,LITEON TECHNOLOGY ,LITE-ON TECHNOLOGY ,1155,TAIWAN
TW0003008009,LARGAN PRECISION ,LARGAN PRECISION ,1156,TAIWAN
TW0002337003,MACRONIX INT'L ,MACRONIX INTL. ,1157,TAIWAN
TW0002454006,MEDIATEK INC ,MEDIATEK ,1158,TAIWAN
TW0002439007,MERRY ELECTRONICS ,MERRY ELECTRONICS ,1159,TAIWAN
TW0009914002,MERIDA INDUSTRY CO ,MERIDA INDUSTRY ,1160,TAIWAN
TW0005522007,FARGLORY LAND ,FARGLORY LAND DEV. ,1161,TAIWAN
TW0006244007,MOTECH IND INC ,MOTECH INDUSTRIES ,1162,TAIWAN
TW0001477008,MAKALOT INDUSTRIAL ,MAKALOT INDUSTRIAL ,1163,TAIWAN
TW0002377009,MICRO-STAR INT'L,MICRO-STAR INTERNATIONAL ,1164,TAIWAN
TW0002101003,NAN KANG RUBBER TIRE ,NANKANG RUBBER TIRE ,1165,TAIWAN
TW0008464009,NIEN MADE ENTER ,NIEN MADE ENTERPRISE ,1166,TAIWAN
TW0003034005,NOVATEK MICROELECT ,NOVATEK MICROELS. ,1167,TAIWAN
TW0001303006,NAN YA PLASTIC ,NAN YA PLASTICS ,1168,TAIWAN
TW0002408002,NANYA TECHNOLOGY ,NANYA TECHNOLOGY ,1169,TAIWAN
TW0004174008,OBI PHARMA INC ,OBI PHARMA ,1170,TAIWAN
TW0001710002,ORIENTAL UNION CHEM ,ORIENTAL UNION CHM. ,1171,TAIWAN
TW0008046004,NAN YA PRINTED CIR ,NAN YA PRINTED CUB. ,1172,TAIWAN
TW0009904003,POU CHEN CORP ,POU CHEN ,1173,TAIWAN
TW0002912003,PRESIDENT CHAIN ,PRESIDENT CHAIN STORE ,1174,TAIWAN
TW0004938006,PEGATRON CORP ,PEGATRON ,1175,TAIWAN
TW0008299009,PHISON ELECTRONICS ,PHISON ELECTRONICS ,1176,TAIWAN
TW0003227005,PIXART IMAGING INC ,PIXART IMAGING ,1177,TAIWAN
TW0006239007,POWERTECH TECHNOLOGY ,POWERTECH TECHNOLOGY ,1178,TAIWAN
TW0001216000,UNI-PRESIDENT ENTERP,UNI-PRESIDENT ENTS. ,1179,TAIWAN
TW0008069006,E INK HOLDINGS INC ,E INK HOLDINGS ,1180,TAIWAN
TW0004915004,PRIMAX ELECTRONICS ,PRIMAX ELECTRONICS ,1181,TAIWAN
TW0002382009,QUANTA COMPUTER ,QUANTA COMPUTER ,1182,TAIWAN
TW0002379005,REALETK SEMICONDUCTR ,REALTEK SEMICON. ,1183,TAIWAN
TW0006176001,RADIANT OPTO ELECTR ,RADIANT OPTO-ELECTRONICS ,1184,TAIWAN
TW0009945006,RUENTEX DEVELOPMENT ,RUENTEX DEV. ,1185,TAIWAN
TW0002915006,RUENTEX INDUSTRIES ,RUENTEX INDUSTRIES ,1186,TAIWAN
TW0005483002,SINO-AMERICAN SILI,SINO-AMER.SILICON PRDS. ,1187,TAIWAN
TW0003023008,SINBON ELECTRONICS ,SINBON ELECTRONICS ,1188,TAIWAN
TW0002890001,SINOPAC FIN HLDGS ,SINOPAC FINL.HDG. ,1189,TAIWAN
TW0001227007,STANDARD FOODS CORP ,STANDARD FOODS ,1190,TAIWAN
KYG3808R1011,GENERAL INTERFAC ,GENERAL INFC.SLN.GIS ,1191,TAIWAN
TW0002888005,SHIN KONG FINANCIAL ,SHIN KONG FINL.HLDG. ,1192,TAIWAN
TW0006121007,SIMPLO TECHNOLOGY ,SIMPLO TECHNOLOGY ,1193,TAIWAN
TW0001789006,SCINOPHA ,SCINOPHARM TAIWAN ,1194,TAIWAN
TW0005876007,SHANGHAI COMMERC ,SHANGHAI COMMERCIAL ,1195,TAIWAN
TW0001565000,ST SHINE OPTICAL CO ,ST SHINE OPTICAL ,1196,TAIWAN
TW0002347002,SYNNEX TECHNOL INTL ,SYNNEX TECH.INTL. ,1197,TAIWAN
TW0003376000,SHIN ZU SHING CO ,SHIN ZU SHING ,1198,TAIWAN
TW0009917005,TAIWAN SECOM ,TAIWAN SECOM ,1199,TAIWAN
TW0002371002,TATUNG CO ,TATUNG ,1200,TAIWAN
TW0005880009,TAIWAN COOPERATIVE ,TAIWAN COOP.FINL.HLDG. ,1201,TAIWAN
TW0004147004,TAIMED BIOLOGICS INC ,TAIMED BIOLOGICS ,1202,TAIWAN
TW0003045001,TAIWAN MOBILE ,TAIWAN MOBILE ,1203,TAIWAN
TW0002451002,TRANSCEND INFORM ,TRANSCEND INFO. ,1204,TAIWAN
TW0001101004,TCC GROUP HOLD ,TAIWAN CEMENT ,1205,TAIWAN
TW0001504009,TECO ELECTRIC MA ,TECO ELEC.& MACHINERY ,1206,TAIWAN
TW0001802007,TAIWAN GLASS IND ,TAIWAN GLASS IND. ,1207,TAIWAN
TW0002006004,TUNG HO STEEL ENTERP ,TUNG HO STL.ENTER. ,1208,TAIWAN
TW0002633005,TAIWAN HIGH SPEED ,TAIWAN HIGH SPEED RAIL ,1209,TAIWAN
TW0002887007,TAISHIN FINANCIAL ,TAISHIN FINANCIAL HLDG. ,1210,TAIWAN
TW0001722007,TAIWAN FERTILIZER ,TAIWAN FERTILIZER ,1211,TAIWAN
TW0001440006,TAINAN SPINNING ,TAINAN SPINNING ,1212,TAIWAN
KYG898431096,TPK HOLDING CO LTD ,TPK HOLDING ,1213,TAIWAN
TW0003044004,TRIPOD TECHNOLOGY ,TRIPOD TECHNOLOGY ,1214,TAIWAN
TW0002330008,TAIWAN SEMI ,TAIWAN SEMICON.MNFG. ,1215,TAIWAN
TW0002103009,TSRC CORP ,TSRC ,1216,TAIWAN
TW0006274004,TAIWAN UNION TECH ,TAIWAN UNION TECHNOLOGY ,1217,TAIWAN
TW0002834009,TAIWAN BUSINESS ,TAIWAN BUSINESS BANK ,1218,TAIWAN
TW0008436007,TCI CO ,TCI ,1219,TAIWAN
TW0002606001,U-MING MARINE TRANSP,U-MING MARINE TRAN. ,1220,TAIWAN
TW0002303005,UNITED MICRO ELECTRO ,UNITED MICRO ELTN. ,1221,TAIWAN
TW0005347009,VANGUARD ,VANGD.INTL.SEMICON. ,1222,TAIWAN
TW0006409006,VOLTRONIC POWER ,VOLTRONIC POWER TECH. ,1223,TAIWAN
TW0001605004,WALSIN LIHWA CORP ,WALSIN LIHWA ,1224,TAIWAN
TW0002615002,WAN HAI LINES LTD. ,WAN HAI LINES ,1225,TAIWAN
TW0002344009,WINBOND ELECTRONIC ,WINBOND ELTN. ,1226,TAIWAN
TW0006669005,WIWYNN CORP ,WIWYNN CORPORATION ,1227,TAIWAN
TW0003702007,WPG HOLDINGS LIMITED ,WPG HOLDINGS ,1228,TAIWAN
TW0003105003,WIN SEMICONDUCTORS ,WIN SEMICONDUCTORS ,1229,TAIWAN
TW0003231007,WISTRON ,WISTRON ,1230,TAIWAN
TW0002492006,WALSIN TECHNOLOGY ,WALSIN TECHNOLOGY ,1231,TAIWAN
TW0003037008,UNIMICRON TECH ,UNIMICRON TECHNOLOGY ,1232,TAIWAN
TW0002327004,YAGEO CO ,YAGEO ,1233,TAIWAN
TW0002609005,YANGMING MARINE TRAN ,YANG MING MAR.TRAN. ,1234,TAIWAN
TW0003622007,YOUNG FAST ,YOUNG FAST OPEL. ,1235,TAIWAN
TW0002201001,YULON MOTOR ,YULON MOTOR ,1236,TAIWAN
